取引先コード,取引先名,取引先名かな,取引先略称名,インボイス発行事業者区分,インボイス登録番号,郵便番号,住所1,住所2,住所3,国名,取引通貨,国内・国外取引,タグ,フラグ,得意先有無,仕入先有無,請求先コード,請求先は宛名の置換のみ,得意先部署,得意先担当者役職,得意先担当者,得意先敬称,得意先電話番号,得意先FAX番号,得意先メールアドレス,得意先担当者コード,得意先担当社員名,得意先取引形態区分,得意先締日１,得意先締日２,得意先締日３,入金予定日１,入金予定日２,入金予定日３,得意先単価ランク,得意先掛率,得意先別単価の使用,得意先金額丸め区分,得意先内税外税区分,得意先消費税計上区分,得意先消費税丸め区分,与信限度額,前回請求額,前回売掛残,前回請求額（円転）,前回売掛残（円転）,売上伝票採番区分,請求書発行区分,請求書入金明細印字区分,見積書発行元ｺｰﾄﾞ,注文請書発行元ｺｰﾄﾞ,納品書発行元ｺｰﾄﾞ,請求書発行元ｺｰﾄﾞ,インボイス発行元ｺｰﾄﾞ,統一伝票用社名,統一伝票用店名,統一伝票用社店コード,統一伝票用分類コード,統一伝票用伝票区分,統一伝票用取引先ｺｰﾄﾞ,統一伝票用L欄,得意先メモ,支払先コード,支払先は宛名の置換のみ,仕入先部署,仕入先担当者役職,仕入先担当者,仕入先敬称,仕入先電話番号,仕入先FAX番号,仕入先メールアドレス,仕入先担当者コード,仕入先担当社員名,仕入先取引形態区分,仕入先締日１,仕入先締日２,仕入先締日３,支払予定日１,支払予定日２,支払予定日３,仕入先単価ランク,仕入先掛率,仕入先別単価の使用,仕入先金額丸め区分,仕入先内税外税区分,仕入先消費税計上区分,仕入先消費税丸め区分,前回支払予定額,前回買掛残,前回支払予定額（円転）,前回買掛残（円転）,仕入伝票採番区分,支払書発行区分,支払書支払明細印字区分,注文書発行元ｺｰﾄﾞ,支払書発行元ｺｰﾄﾞ,PO発行元ｺｰﾄﾞ,仕入先メモ,登録日時,最終更新日時,部門
0434,JIANGXI CHENXIN INTERNET TECHNOLOGYCO. LTD.,JIANGXI CHENXIN INTERNET TECHNOLOGYCO. LTD.,,,,,,,,中国,001,国外,,,有,無,0434,N,,,,,,,,,,,,,,,,,1,100,使用,基本設定参照,外税,一括,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025/05/22 15:11:52,2025/05/22 15:11:52,輸出事業
80001,京未来HK（香港）,きょうみらいHK（ほんこん）,,,,,"Room 301, 3rd Floor, Sun Hung Kai Centre",", 30 Harbour Road, Wanchai, Hong Kong",,HongKong,JPY,国外,,,有,有,80001,Y,,,QI BING,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,1000000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,80001,Y,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2019/02/12 22:19:19,2020/07/03 14:37:09,輸出事業
80002,京未来BJ（北京）,きょうみらいBJ（ぺきん）,,,,,,,,,JPY,国外,,,有,有,80002,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,1000000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,80002,Y,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2019/02/12 22:21:18,2023/06/12 19:17:56,輸出事業
88888,京未来　京都倉庫,きょうみらい　きょうとそうこ,,,,,,,,,JPY,国内,,,有,有,88888,Y,,,,御中,,,,00001,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,9999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,88888,Y,,,,御中,,,,00001,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/02/12 12:27:51,2015/02/12 12:27:51,輸出事業
99998,サンプル出荷,さんぷるしゅっか,,,,,,,,,JPY,国内,,,有,有,99998,Y,,,,御中,,,,0065,漆　文,サンプル,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,99998,Y,,,,御中,,,,0065,漆　文,サンプル,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/08/27 20:28:23,2024/08/27 20:29:36,輸出事業
99999,在庫調整,,,,,,,,,,JPY,国内,,,有,有,99999,Y,,,,御中,,,,00001,,,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,99999,Y,,,,御中,,,,00001,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2014/10/26 21:23:36,2015/05/03 19:00:47,輸出事業
999999,京未来株式会社,きょうみらい,,,,1056322,東京都港区虎ノ門1-23-1,虎ノ門ヒルズ森タワー22F,,,001,国内,,,有,有,999999,N,,,,,,,,,,サンプル,,,,,,,1,100,不使用,基本設定参照,外税,一括,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,999999,N,,,,,,,,,,サンプル,,,,,,,1,100,不使用,基本設定参照,外税,一括,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/05/16 13:25:05,2025/02/25 13:56:51,輸出事業
A0001,Amazon Japan合同会社,あまぞんじゃぱん,,,,,,,,,JPY,国内,,,有,無,A0001,Y,,,,,,,,00011,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/01/05 12:10:25,2023/06/09 09:56:35,輸出事業
A0002,株式会社東京エーワン,ええわん,エーワン,インボイス発行事業者,T5030001005668,3360031,埼玉県さいたま市南区,鹿手袋4-14-21,,日本,JPY,国内,,,有,無,A0002,N,,,,,,,,,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023/06/13 15:35:21,2023/08/31 12:32:34,輸出事業
A000AZ,AZ株式会社,AZ,,インボイス発行事業者,,1250051,東京都葛飾区新宿6-2-1-420,,,日本,JPY,国内,,,有,無,A000AZ,N,,,,,,,,,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024/02/08 10:08:52,2024/11/29 17:19:03,輸出事業
AS-001,アスクル（備品仕入）,あすくる（びひんしいれ）,,,,,,,,,001,国内,,,有,有,AS-001,N,,,,,,,,,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,AS-001,N,,,,,,,,,,都度支払,,,,,,,1,100,使用,四捨五入,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/07/08 16:25:59,2024/07/08 16:25:59,輸出事業
D0001,株式会社ダッシュ,だっしゅ,,,,2702252,千葉県松戸市千駄堀823-1,,,日本,JPY,国内,,,有,無,D0001,Y,,,,,,,,,,掛売上,毎月末日,,,翌月末日,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023/04/25 10:06:13,2023/04/25 10:06:13,輸出事業
E0001,eBay JAPAN 合同会社,eBay,,,,,,,,,JPY,国内,,,有,無,E0001,N,,,,,,,,,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023/04/06 20:17:37,2023/04/06 20:17:37,輸出事業
kansa,監査修正用,かんさしゅうせいよう,,,,,,,,,JPY,国内,,,有,有,kansa,Y,,,,,,,,,,,,,,,,,1,100,不使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,kansa,Y,,,,,,,,00005,泉　秀之,都度支払,,,,,,,1,100,不使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2020/07/09 17:22:23,2020/07/10 18:46:24,輸出事業
KMJ00001,浅草薬粧(名称変更使用不可）,あさくさやくしょう,,,,1110034,東京都台東区雷門2-15-5-1F,,,,JPY,国外,,,有,有,KMJ00001,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,1000000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,KMJ00001,Y,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/03/01 17:03:58,2024/05/21 10:14:14,国際医療事業
KMJ00002,浅草ドラッグ,あさくサドラッグ,,,,1110034,東京都台東区雷門2-15-5-1F,,,日本,JPY,国内,,,有,有,KMJ00002,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,1000000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,KMJ00002,Y,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/04/02 21:32:51,2024/04/02 21:32:51,国際医療事業
KMJ00003,浅草調剤薬局,あさくさちょうざいやっきょく,,,,1110034,東京都台東区雷門2-15-5-1F,,,日本,JPY,国内,,,有,有,KMJ00003,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,1000000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,KMJ00003,Y,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/06/04 17:43:57,2024/06/04 17:43:57,輸出事業
KMJ00004,OMS株式会社,OMS,,,,1056322,東京都港区,虎/門 1-23-1 虎ノ門ヒルズ森タワ-22F,,日本,JPY,国内,,,有,有,KMJ00004,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,1000000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,KMJ00004,Y,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2024/09/25 10:45:15,2024/09/25 10:46:13,輸出事業
MA-1,株式会社 MS JAPAN SERVICE,MS JAPAN SERVICE,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA-1,Y,,,,御中,,,,00001,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/11/29 00:19:46,2017/11/04 15:13:48,輸出事業
MH-01,株式会社エイチ・アンド・ビー・ラボ,えいち・あんど・びい・らぼ,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MH-01,Y,,,,御中,,,,00001,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2016/05/25 14:33:21,2017/11/04 15:13:36,輸出事業
R-AMA-1,Amazon.co.jp,Amazon.co.jp,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-AMA-1,Y,,,,御中,,,,00001,,現金仕入,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/11/01 20:57:43,2018/04/04 21:15:28,輸出事業
R-KUS-T-9,くすりの福太郎　小村井店,くすりのふくたろう　こむらいてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-KUS-T-9,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/10/06 10:51:06,2015/10/06 10:51:06,輸出事業
R-SUN-T-10,サンドラッグ　中野北口店,さんどらっぐ　なかのきたぐちてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-SUN-T-10,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/10/05 16:23:34,2015/10/05 16:23:34,輸出事業
R-SUN-T-9,サンドラッグ　上野ｱﾒ横しのばず口店,さんどらっぐ　うえのあめよこしのばずくちてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-SUN-T-9,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/10/05 16:15:14,2015/10/05 16:15:14,輸出事業
R-TOM-T-1,トモズ　トルナーレ浜町店,ともず　とるなあれはまちょうてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-TOM-T-1,Y,,,,御中,,,,00001,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/10/28 12:15:09,2015/10/28 12:15:09,輸出事業
R-TOM-T-3,トモズ　水天宮前,ともず　すいてんみやまえ,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-TOM-T-3,Y,,,,御中,,,,00001,,現金仕入,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2016/03/08 14:15:43,2016/03/20 16:47:13,輸出事業
R0001,楽天グループ株式会社,らくてん,,,,,,,,,JPY,国内,,,有,無,R0001,N,,,,,,,,,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023/04/28 14:53:36,2023/04/28 14:57:12,輸出事業
SO-03,澳洲尚美(AUS）,澳しまなおみ(AUS）,,,,,KVB GLOBAL MARKETS PTY LTD LEVEL,"18, CITIGROUPCENTRE 2 PARK STREET,SYDNEY",,オーストラリア,JPY,国外,,,有,無,SO-03,Y,,,,御中,,,,00002,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/05/23 14:18:42,2017/05/23 14:18:42,輸出事業
SO-07,ワイワイ美粧,わいわいびしょう,,,,,,,,台湾,JPY,国内,,,有,無,SO-07,Y,,,,御中,,,,00001,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,10000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/09/08 20:09:00,2017/09/08 20:09:00,輸出事業
SO-09,SLEX INTERGRATED TRADE,SLEX INTERGRATED TRADE,,,,,,,,シンガポール,JPY,国外,,,有,無,SO-09,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/11/06 17:52:55,2017/11/06 17:52:55,輸出事業
SO-1,陳 勝寧,ちん かつねい,,,,,,,,,JPY,国外,,,有,無,SO-1,Y,,,,御中,,,,00001,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/11/29 00:28:25,2016/01/11 18:48:01,輸出事業
SO-10,東方株式会社,とうほう,,,,3310804,埼玉県さいたま市北区土呂町2-12-4-402,,,日本,JPY,国内,,,有,無,SO-10,Y,,,,御中,,,,00003,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/11/07 11:50:27,2017/11/07 11:50:27,輸出事業
SO-100,大美人CP用,だいびじんきゃんぺーんよう,,,,,,,,,JPY,国外,,,有,無,SO-100,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018/10/09 15:54:49,2018/10/09 15:54:49,輸出事業
SO-11,考拉 (KAOLA),こあら,,,,,,,,中国,JPY,国外,,,有,無,SO-11,Y,,,,御中,,,,00002,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,1000000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/11/13 21:00:38,2017/11/13 21:00:38,輸出事業
SO-12,施惋,しわん,,,,,,,,台湾,JPY,国内,,,有,無,SO-12,Y,,,,御中,,,,00003,,現金売上,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,1000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/11/30 22:56:51,2017/11/30 23:00:12,輸出事業
SO-13,株式会社NUD,NUD,,,,5410059,大阪府大阪市中央区博労町4-7-3,T3 SHINSAIBASHI 302,,,JPY,国内,,,有,無,SO-13,Y,,,,御中,,,,00001,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,10000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/12/04 18:39:48,2018/06/06 13:31:11,輸出事業
SO-14,株式会社venus,venus,,,,1700014,東京都豊島区池袋２-41-5,アーパン154　3F,,,JPY,国内,,,有,無,SO-14,Y,,,,御中,,,,00002,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,10000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/12/06 15:27:24,2018/02/26 15:00:57,輸出事業
SO-15,株式会社BALI(20241017迄）,BALI,,,,3320034,埼玉県川口市並木3-2-17,第8金子ビル6F,,日本,JPY,国内,,,有,無,SO-15,Y,,,,御中,048-287-3391,,,00015,佐久間　藍,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,10000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/12/06 19:58:21,2024/10/17 12:50:14,輸出事業
SO-16,美図,びず,,,,,,,,,JPY,国外,,,有,無,SO-16,Y,,,,御中,,,,00002,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/12/08 19:32:57,2017/12/08 19:32:57,輸出事業
SO-17,日本化粧品私人代購,,,,,,,,,香港,JPY,国外,,,有,無,SO-17,Y,,,,御中,,,,00002,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,10000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/12/15 12:48:02,2017/12/15 12:48:02,輸出事業
SO-18,NHN SAVAWAY株式会社（Accommate）,NHN SAVAWAY（Accommate）,,,,,,,,中国,JPY,国外,,,有,無,SO-18,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/12/21 20:58:51,2017/12/21 20:58:51,輸出事業
SO-19,株式会社日創,にっそう,,,,,,,,日本,JPY,国内,,,有,無,SO-19,Y,,,,御中,,,,00002,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,10000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018/01/05 13:30:54,2018/01/05 13:30:54,輸出事業
SO-2,密芽宝貝,みや,,,,,,,,,JPY,国外,,,有,無,SO-2,Y,,,,御中,,,,00001,,掛売上,,,,翌々月２５日,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/01/18 15:26:30,2016/01/18 15:26:30,輸出事業
SO-20,国際実業株式会社,こくさいじつぎょう,,,,1300024,東京都墨田区菊川3-7-4,大黒屋第２ビル４Ｆ,,日本,JPY,国外,,,有,無,SO-20,Y,,,,御中,,,,00002,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018/01/09 16:42:48,2018/01/09 16:42:48,輸出事業
SO-21,高,こう,,,,,北京朝阳区安翔里社区49楼6402,,,中国,JPY,国外,,,有,無,SO-21,Y,,,,御中,,,,00003,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,10000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018/01/26 09:34:11,2018/04/16 09:20:27,輸出事業
SO-22,九鼎商事株式会社,きゅうかなえしょうじ,,,,,,,,,JPY,国内,,,有,無,SO-22,Y,,,,御中,,,,00003,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018/02/05 11:53:18,2018/02/05 11:53:18,輸出事業
SO-23,株式会社APT,APT,,,,1620801,東京都新宿区山吹町364 SYビル４F,,,,JPY,国内,,,有,無,SO-23,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,10000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018/02/07 17:44:00,2018/02/08 09:29:25,輸出事業
SO-24,有限会社フェロークリエイト,,,,,,,,,,JPY,国内,,,有,無,SO-24,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,10000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018/02/13 12:04:56,2018/06/25 14:37:46,輸出事業
SO-25,株式会社OXI,OXI,,,,8300017,福岡県久留米市日吉町12-35　,久留米ビルⅢ　4Ｆ,,日本,JPY,国内,,,有,無,SO-25,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,10000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018/02/22 09:48:45,2018/02/22 09:48:45,輸出事業
SO-26,株式会社タモン,たもん,,,,3812214,長野県長野市稲里町田牧623 D棟,,,,JPY,国内,,,有,無,SO-26,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,10000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018/02/23 11:39:45,2018/06/22 18:59:26,輸出事業
