Unique ID,出荷日,商品名,数量,元データ合計金額,売上高,原価単価,原価計算根拠,売上原価,物流業者(推測後),業者推測根拠,箱数,箱数計算ルール,箱単価,物流費
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"26,000",26000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"28,000",28000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"18,000",18000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"25,000",25000.0,11544.0,マスター参照,11544.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"78,000",78000.0,11544.0,マスター参照,23088.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"18,000",18000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"18,000",18000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 10mg 2支x1盒,1.0,"38,000",38000.0,15392.0,マスター参照,15392.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,5.0,"78,000",78000.0,3848.0,マスター参照,19240.0,EMS,元データ,3,マンジャロルール (数量/2),1308,3924
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,3.0,"69,000",69000.0,7696.0,マスター参照,23088.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"16,500",16500.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"44,700",44700.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"30,000",30000.0,11544.0,マスター参照,11544.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 15mg 2支x1盒,2.0,"66,000",66000.0,23088.0,マスター参照,46176.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"23,000",23000.0,11544.0,マスター参照,11544.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"11,000",11000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"17,000",17000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/30,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"32,500",32500.0,11544.0,マスター参照,11544.0,ヤマト,物流方法から推測,1,マンジャロルール (数量/2),0,0
,2025/7/29,Dayvigo莱博雷生10mg 100錠,4.0,"92,700",92700.0,12360.0,マスター参照,49440.0,EMS,元データ,4.0,通常ルール (数量),1308,5232.0
,2025/7/29,Rybelsus 司美格鲁肽 索马鲁肽片剂 14mg 100錠,1.0,"79,000",79000.0,48850.0,マスター参照,48850.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/29,Quviviq/Daridorexant 达利雷生/达利多雷生25mg 100錠,1.0,"15,300",15300.0,5730.0,マスター参照,5730.0,要町SF,元データ,1.0,通常ルール (数量),1304,1304.0
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"31,000",31000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 10mg 2支x1盒,2.0,"47,000",47000.0,15392.0,マスター参照,30784.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"15,500",15500.0,7696.0,マスター参照,7696.0,ヤマト,物流方法から推測,1,マンジャロルール (数量/2),0,0
,2025/7/30,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,3.0,"60,000",60000.0,7696.0,マスター参照,23088.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/30,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,4.0,"44,000",44000.0,3848.0,マスター参照,15392.0,SF CN,元データ,2,マンジャロルール (数量/2),406,812
,2025/7/30,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"32,000",32000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"43,000",43000.0,11544.0,マスター参照,23088.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/30,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"46,000",46000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/30,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"10,000",10000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/30,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"16,000",16000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/30,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"20,000",20000.0,3848.0,マスター参照,7696.0,ヤマト,物流方法から推測,1,マンジャロルール (数量/2),0,0
,2025/7/30,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,3.0,"48,000",48000.0,7696.0,マスター参照,23088.0,SF CN,元データ,2,マンジャロルール (数量/2),406,812
,2025/7/30,Rybelsus 司美格鲁肽 索马鲁肽片剂 3mg 100錠,1.0,"23,000",23000.0,13960.0,マスター参照,13960.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/30,Mounjaro 替尔泊肽 替西帕肽 10mg 1支,1.0,"18,750",18750.0,7696.0,マスター参照,7696.0,不明,推測不能,0,,0,0
,2025/7/30,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/30,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,4.0,"42,000",42000.0,3848.0,マスター参照,15392.0,SF CN,元データ,2,マンジャロルール (数量/2),406,812
,2025/7/30,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,6.0,"99,000",99000.0,7696.0,マスター参照,46176.0,SF CN,元データ,3,マンジャロルール (数量/2),406,1218
,2025/7/30,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"19,000",19000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/30,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"19,000",19000.0,11544.0,マスター参照,11544.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/30,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"19,000",19000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/30,Mounjaro 替尔泊肽 替西帕肽 12.5mg 2支x1盒,2.0,"54,500",54500.0,19240.0,マスター参照,38480.0,ヤマト,物流方法から推測,1,マンジャロルール (数量/2),0,0
,2025/7/30,Rybelsus 司美格鲁肽 索马鲁肽片剂 3mg 100錠,1.0,"25,000",25000.0,13960.0,マスター参照,13960.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,1.0,"7,500",7500.0,1924.0,マスター参照,1924.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"9,500",9500.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"32,500",32500.0,11544.0,マスター参照,11544.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,3.0,"69,000",69000.0,11544.0,マスター参照,34632.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,3.0,"54,000",54000.0,7696.0,マスター参照,23088.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,3.0,"30,000",30000.0,3848.0,マスター参照,11544.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,8.0,"89,000",89000.0,3848.0,マスター参照,30784.0,EMS,元データ,4,マンジャロルール (数量/2),1308,5232
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"16,500",16500.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"51,000",51000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"13,000",13000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"16,000",16000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,3.0,"49,000",49000.0,7696.0,マスター参照,23088.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,3.0,"28,000",28000.0,3848.0,マスター参照,11544.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"24,000",24000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"32,000",32000.0,11544.0,マスター参照,11544.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"22,000",22000.0,3848.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,4.0,"40,000",40000.0,3848.0,マスター参照,15392.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"30,000",30000.0,3848.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"43,000",43000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,4.0,"128,000",128000.0,11544.0,マスター参照,46176.0,不明,推測不能,0,,0,0
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 10mg 2支x1盒,2.0,"80,000",80000.0,15392.0,マスター参照,30784.0,不明,推測不能,0,,0,0
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"22,000",22000.0,3848.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"22,000",22000.0,3848.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308

,,,合計,,"200,012,574",,,"107,910,032",,,,,,"4,077,840"
